SEX,DATE OF JOINING,DESIGNATION,AGE,SALARY,UNIT,LEAVES USED,RATINGS,PAST EXP
F,2014-10-03,Analyst,24.0,45324,Marketing,29.0,4.0,2
M,2014-04-21,Analyst,21.0,49247,IT,30.0,3.0,0
M,2014-05-05,Analyst,23.0,42737,Finance,24.0,4.0,0
M,2014-05-07,Analyst,22.0,45545,Marketing,23.0,4.0,0
F,2014-06-03,Analyst,24.0,44212,Management,30.0,5.0,1
M,2014-03-03,Analyst,23.0,49736,Marketing,17.0,4.0,0
M,2015-01-25,Analyst,23.0,49512,IT,22.0,5.0,1
M,2011-03-16,Manager,32.0,104916,Operations,26.0,4.0,2
F,2014-10-26,Senior Analyst,27.0,67198,Marketing,20.0,3.0,5
M,2013-06-10,Analyst,25.0,42637,Web,25.0,5.0,1
M,2013-02-20,Analyst,21.0,45768,Web,30.0,3.0,0
M,2014-02-25,Analyst,25.0,43259,Finance,15.0,3.0,2
F,2013-06-24,Analyst,24.0,47050,Web,28.0,2.0,0
M,2013-02-21,Analyst,24.0,41506,Operations,19.0,5.0,0
M,2014-03-11,Analyst,22.0,42125,Management,24.0,5.0,0
F,2014-01-22,Senior Analyst,27.0,60827,Web,18.0,2.0,0
M,2014-08-31,Senior Analyst,26.0,61311,IT,29.0,3.0,1
M,2013-07-27,Analyst,24.0,41248,IT,21.0,2.0,1
F,2014-03-26,Analyst,22.0,47945,Marketing,22.0,2.0,0
M,2014-08-11,Analyst,23.0,40240,IT,17.0,5.0,1
F,2013-10-14,Analyst,25.0,43615,Operations,30.0,5.0,2
F,2014-05-14,Analyst,25.0,46650,Web,15.0,3.0,2
F,2014-07-30,Analyst,23.0,48148,Operations,29.0,2.0,1
M,2013-04-02,Analyst,21.0,43939,Operations,21.0,4.0,0
F,2014-02-20,Analyst,23.0,40718,Marketing,15.0,5.0,0
M,2013-06-17,Analyst,24.0,47985,Management,20.0,5.0,0
F,2013-11-02,Analyst,21.0,44412,Operations,29.0,5.0,0
F,2013-01-07,Analyst,23.0,44832,Web,27.0,4.0,0
F,2014-01-27,Analyst,22.0,48161,IT,15.0,5.0,0
M,2013-02-13,Analyst,24.0,41981,Marketing,24.0,2.0,0
M,2013-04-02,Analyst,21.0,45477,Marketing,17.0,3.0,0
M,2013-05-05,Analyst,22.0,47890,Management,23.0,4.0,0
F,2013-10-08,Analyst,22.0,48736,Finance,15.0,2.0,0
F,2014-12-11,Analyst,21.0,47334,Operations,24.0,2.0,0
F,2012-02-05,Senior Analyst,27.0,61742,Web,18.0,5.0,0
M,2014-03-27,Analyst,21.0,48995,Management,26.0,3.0,0
M,2014-04-29,Analyst,22.0,47316,Web,20.0,4.0,0
M,2013-03-07,Analyst,25.0,45125,Management,16.0,4.0,1
M,2013-08-30,Analyst,22.0,49235,Marketing,19.0,4.0,0
M,2012-08-03,Manager,34.0,117726,IT,30.0,4.0,8
M,2014-10-06,Analyst,23.0,49095,Operations,29.0,3.0,1
M,2013-09-16,Associate,32.0,94212,Finance,24.0,4.0,8
M,2013-11-18,Analyst,25.0,42014,Finance,15.0,4.0,2
F,2015-01-15,Analyst,21.0,44193,Finance,19.0,2.0,0
F,2013-09-09,Analyst,22.0,46510,Operations,15.0,4.0,0
F,2013-07-26,Analyst,23.0,48482,Management,21.0,3.0,0
F,2014-01-15,Analyst,23.0,45715,Operations,17.0,2.0,0
M,2013-06-22,Analyst,24.0,46215,Finance,25.0,3.0,0
F,2011-03-04,Director,40.0,319407,Finance,28.0,5.0,12
F,2014-06-15,Analyst,22.0,40920,IT,29.0,5.0,0
F,2014-03-04,Analyst,25.0,48792,Management,24.0,4.0,2
M,2014-08-26,Analyst,21.0,43873,IT,23.0,5.0,0
M,2013-07-28,Analyst,24.0,45321,Operations,29.0,3.0,1
M,2013-10-01,Analyst,22.0,46848,Marketing,17.0,2.0,0
F,2012-07-10,Senior Analyst,25.0,50680,IT,15.0,5.0,0
M,2014-01-25,Analyst,22.0,46471,Finance,18.0,2.0,0
F,2012-10-15,Senior Analyst,28.0,57896,Marketing,18.0,4.0,0
M,2014-03-13,Analyst,24.0,45340,Finance,19.0,5.0,1
M,2014-08-16,Analyst,23.0,49873,Web,18.0,5.0,1
F,2015-01-03,Analyst,23.0,43257,IT,18.0,2.0,1
M,2013-05-23,Analyst,22.0,45062,Web,20.0,4.0,0
F,2014-10-12,Analyst,21.0,44513,Operations,22.0,4.0,0
M,2014-07-29,Analyst,25.0,44566,Marketing,28.0,5.0,3
M,2013-12-22,Analyst,23.0,40372,Management,21.0,2.0,0
F,2013-05-10,Senior Analyst,25.0,62595,Web,17.0,4.0,0
F,2014-05-07,Manager,32.0,124060,Finance,23.0,5.0,5
M,2011-04-19,Associate,32.0,90512,Marketing,19.0,3.0,3
M,2014-10-30,Analyst,25.0,41853,Finance,29.0,2.0,3
F,2014-05-07,Analyst,22.0,43548,Management,21.0,3.0,0
M,2013-06-03,Senior Analyst,28.0,59675,Finance,20.0,4.0,3
F,2013-01-18,Analyst,22.0,42398,IT,27.0,4.0,0
M,2012-01-26,Senior Analyst,28.0,61638,Finance,23.0,5.0,0
M,2014-08-12,Analyst,24.0,42791,IT,27.0,2.0,2
F,2015-01-15,Senior Analyst,26.0,64193,Finance,22.0,3.0,2
F,2013-06-10,Analyst,25.0,48366,Operations,26.0,5.0,1
F,2013-04-29,Analyst,25.0,48470,Operations,24.0,4.0,1
M,2012-12-08,Senior Analyst,27.0,56430,Marketing,21.0,4.0,0
F,2013-04-09,Analyst,24.0,42910,Management,17.0,4.0,0
M,2014-12-18,Analyst,24.0,46265,IT,18.0,2.0,2
F,2011-11-08,Associate,28.0,90134,Operations,18.0,2.0,0
F,2012-10-12,Manager,33.0,126294,Operations,26.0,4.0,5
F,2014-12-11,Senior Analyst,25.0,56291,IT,30.0,3.0,1
F,2014-05-02,Senior Analyst,27.0,69329,Operations,18.0,4.0,1
M,2011-04-26,Associate,31.0,78274,Web,17.0,5.0,1
F,2014-04-02,Analyst,23.0,43681,Operations,17.0,3.0,0
F,2010-12-19,Senior Manager,36.0,179845,IT,27.0,3.0,6
F,2014-10-27,Analyst,21.0,49453,Web,19.0,5.0,0
F,2014-07-21,Analyst,21.0,44447,Marketing,16.0,4.0,0
F,2014-10-08,Analyst,23.0,43319,Marketing,22.0,3.0,1
M,2013-06-26,Analyst,21.0,44837,IT,16.0,4.0,0
F,2014-10-15,Analyst,25.0,43380,IT,23.0,2.0,3
F,2012-12-05,Senior Analyst,27.0,57913,Finance,30.0,2.0,3
F,2013-03-13,Senior Analyst,25.0,64737,Marketing,30.0,5.0,1
F,2013-08-06,Analyst,22.0,46261,Marketing,21.0,5.0,0
M,2014-01-21,Analyst,23.0,41899,Finance,18.0,2.0,0
F,2013-09-19,Analyst,22.0,48624,Finance,29.0,4.0,0
F,2011-11-20,Associate,30.0,73718,IT,18.0,5.0,1
F,2011-07-01,Associate,30.0,92460,Marketing,27.0,3.0,1
F,2014-04-03,Analyst,24.0,44630,Finance,21.0,3.0,1
M,2014-05-08,Analyst,21.0,48067,Web,15.0,4.0,0
F,2014-01-07,Analyst,24.0,43721,Operations,21.0,5.0,1
F,2013-11-26,Associate,32.0,91035,Operations,25.0,3.0,5
F,2012-06-26,Senior Analyst,25.0,66250,IT,19.0,5.0,0
M,2014-11-20,Analyst,24.0,44576,Finance,18.0,2.0,2
F,2013-11-06,Analyst,23.0,46927,Management,30.0,3.0,0
M,2014-03-10,Analyst,23.0,49712,IT,23.0,5.0,0
F,2014-10-24,Analyst,21.0,46772,Operations,30.0,4.0,0
M,2013-07-28,Manager,34.0,138812,Marketing,27.0,2.0,11
M,2015-01-13,Analyst,23.0,40196,Finance,23.0,5.0,1
M,2012-05-11,Senior Analyst,28.0,51084,Management,22.0,4.0,1
F,2013-06-03,Analyst,25.0,46927,Web,19.0,3.0,1
F,2013-12-12,Analyst,24.0,46349,Web,22.0,2.0,1
F,2012-03-03,Senior Analyst,26.0,50343,Finance,22.0,2.0,0
F,2014-10-07,Analyst,24.0,45507,Web,17.0,2.0,2
F,2011-03-31,Associate,30.0,81319,Finance,24.0,5.0,2
M,2013-05-02,Analyst,25.0,46322,Operations,27.0,3.0,1
M,2013-03-27,Analyst,23.0,42950,Management,17.0,2.0,0
F,2014-10-05,Analyst,24.0,48660,Web,29.0,5.0,2
M,2013-11-08,Analyst,24.0,41920,IT,22.0,3.0,1
F,2013-04-10,Analyst,21.0,47754,Web,21.0,2.0,0
M,2013-10-22,Analyst,21.0,42395,IT,18.0,4.0,0
M,2014-01-12,Analyst,22.0,44555,Web,26.0,3.0,0
F,2015-01-27,Analyst,25.0,44112,Management,15.0,5.0,3
F,2014-02-19,Analyst,22.0,46029,Web,23.0,3.0,0
F,2013-10-12,Analyst,21.0,47134,Marketing,20.0,5.0,0
M,2014-11-21,Analyst,23.0,47736,IT,27.0,4.0,1
F,2013-10-16,Analyst,23.0,45460,Marketing,18.0,3.0,0
M,2014-04-30,Senior Analyst,26.0,58872,IT,23.0,2.0,0
F,2013-03-06,Analyst,25.0,48458,Finance,19.0,5.0,1
M,2014-06-04,Analyst,23.0,44178,IT,24.0,4.0,0
F,2013-01-20,Analyst,24.0,41045,Web,28.0,2.0,0
M,2013-06-09,Analyst,22.0,45193,IT,25.0,2.0,0
M,2013-05-13,Analyst,22.0,42853,Operations,17.0,4.0,0
F,2013-03-09,Analyst,24.0,49633,Management,24.0,4.0,0
M,2014-08-10,Analyst,23.0,45306,Operations,21.0,5.0,1
M,2012-03-29,Manager,34.0,100874,Finance,20.0,4.0,7
F,2014-05-01,Analyst,25.0,43909,Operations,17.0,4.0,2
F,2014-10-22,Analyst,21.0,43907,Finance,28.0,3.0,0
M,2014-07-30,Analyst,22.0,43733,IT,25.0,3.0,0
F,2013-10-12,Analyst,25.0,47464,IT,22.0,5.0,2
F,2013-12-03,Senior Analyst,28.0,58617,Management,24.0,4.0,5
F,2014-11-11,Analyst,23.0,41636,Marketing,17.0,2.0,1
F,2013-08-11,Analyst,25.0,42886,Finance,20.0,2.0,2
M,2011-02-04,Associate,30.0,89843,Operations,30.0,3.0,4
F,2013-12-15,Analyst,21.0,47018,Operations,30.0,3.0,0
F,2014-10-14,Analyst,24.0,40180,Management,23.0,3.0,2
F,2012-06-21,Senior Analyst,28.0,55790,Web,25.0,4.0,0
M,2014-10-20,Analyst,24.0,47194,Marketing,29.0,2.0,2
M,2014-09-20,Analyst,23.0,44799,Finance,25.0,3.0,1
M,2014-01-22,Analyst,21.0,49609,IT,30.0,2.0,0
M,2013-01-11,Analyst,25.0,48104,Marketing,22.0,4.0,1
M,2014-02-28,Analyst,25.0,43125,Operations,30.0,4.0,2
M,2013-12-29,Senior Analyst,26.0,60520,Finance,16.0,5.0,1
M,2014-10-07,Analyst,21.0,41124,Finance,18.0,3.0,0
F,2013-02-27,Analyst,24.0,47774,Management,15.0,4.0,0
F,2014-11-12,Analyst,22.0,47013,IT,21.0,2.0,0
M,2012-09-01,Senior Manager,35.0,185205,Management,17.0,3.0,8
M,2013-03-06,Analyst,23.0,43777,Web,18.0,3.0,0
M,2013-04-09,Analyst,22.0,46703,Marketing,27.0,4.0,0
F,2013-08-18,Analyst,22.0,43189,Finance,28.0,2.0,0
M,2014-11-18,Analyst,22.0,48035,Operations,29.0,3.0,0
M,2013-11-04,Analyst,25.0,41866,IT,17.0,3.0,2
M,2014-08-03,Analyst,24.0,41466,IT,25.0,5.0,2
F,2014-03-19,Associate,32.0,97684,Management,26.0,4.0,6
F,2012-04-20,Senior Analyst,25.0,59398,Operations,23.0,3.0,0
M,2014-11-19,Analyst,23.0,46783,IT,17.0,2.0,1
M,2013-02-26,Analyst,22.0,43240,IT,22.0,4.0,0
M,2014-01-25,Analyst,22.0,48147,Operations,22.0,4.0,0
F,2014-03-08,Analyst,22.0,41929,IT,30.0,3.0,0
F,2013-10-25,Analyst,22.0,49937,Web,24.0,2.0,0
F,2014-01-13,Associate,29.0,97400,Operations,22.0,4.0,6
M,2014-10-11,Analyst,23.0,47203,Web,19.0,3.0,1
M,2011-06-09,Senior Manager,37.0,199060,IT,28.0,4.0,10
F,2013-04-12,Analyst,23.0,43900,Web,21.0,2.0,0
M,2014-02-05,Analyst,21.0,45964,Marketing,24.0,5.0,0
M,2013-08-29,Analyst,25.0,48823,Finance,26.0,3.0,2
M,2014-05-27,Analyst,21.0,43246,IT,29.0,2.0,0
F,2013-04-19,Analyst,25.0,42096,Web,26.0,4.0,1
M,2014-08-11,Analyst,24.0,46326,Finance,15.0,4.0,2
M,2013-11-24,Analyst,22.0,46367,Web,28.0,2.0,0
M,2014-03-27,Analyst,24.0,43949,Finance,17.0,2.0,1
M,2013-12-09,Analyst,22.0,49140,Finance,21.0,5.0,0
F,2014-02-23,Analyst,24.0,47109,Marketing,25.0,5.0,1
M,2013-06-20,Analyst,22.0,43210,Operations,23.0,3.0,0
F,2014-07-18,Analyst,21.0,40041,IT,19.0,3.0,0
F,2013-07-22,Analyst,21.0,43383,IT,26.0,3.0,0
M,2014-07-01,Associate,29.0,93279,Operations,26.0,4.0,3
M,2014-09-10,Analyst,23.0,44416,Operations,15.0,4.0,1
M,2013-07-17,Analyst,21.0,41741,Marketing,27.0,2.0,0
F,2014-01-09,Analyst,25.0,40238,Web,28.0,3.0,2
F,2013-05-02,Analyst,24.0,43429,Web,15.0,3.0,0
M,2015-01-10,Analyst,25.0,42830,Operations,25.0,2.0,3
F,2014-09-05,Analyst,23.0,42837,Marketing,23.0,3.0,1
F,2013-08-28,Senior Analyst,26.0,57169,IT,19.0,4.0,0
M,2014-02-08,Analyst,24.0,45754,IT,20.0,2.0,1
M,2012-07-05,Senior Analyst,28.0,52739,Finance,22.0,3.0,1
F,2013-05-05,Analyst,22.0,48360,IT,26.0,4.0,0
F,2015-01-07,Analyst,21.0,49610,Marketing,20.0,3.0,0
F,2014-11-27,Analyst,23.0,48672,Operations,28.0,2.0,1
F,2014-08-10,Analyst,23.0,41756,Finance,25.0,5.0,1
M,2013-12-26,Analyst,23.0,43051,Marketing,15.0,2.0,0
F,2013-08-26,Analyst,21.0,42895,Web,24.0,2.0,0
M,2014-08-30,Senior Analyst,25.0,50524,Marketing,15.0,5.0,0
F,2014-09-22,Analyst,25.0,45128,Web,20.0,5.0,3
M,2010-09-18,Manager,33.0,129334,Marketing,26.0,4.0,4
F,2014-12-18,Analyst,24.0,46291,Management,24.0,3.0,2
F,2014-03-05,Analyst,23.0,42455,Finance,23.0,4.0,0
M,2015-01-20,Associate,29.0,95039,Web,30.0,3.0,7
F,2013-05-29,Analyst,23.0,49437,Finance,23.0,2.0,0
M,2013-11-26,Analyst,22.0,45108,Finance,26.0,2.0,0
M,2013-02-13,Analyst,24.0,47577,Web,28.0,5.0,0
F,2012-01-25,Associate,29.0,98323,Operations,26.0,4.0,0
F,2013-01-22,Analyst,22.0,40780,Web,16.0,4.0,0
M,2014-09-18,Analyst,22.0,40001,Operations,22.0,2.0,0
F,2013-09-25,Analyst,21.0,46012,Marketing,24.0,4.0,0
F,2013-05-21,Analyst,23.0,45380,Management,30.0,4.0,0
M,2013-01-08,Associate,32.0,75288,Management,26.0,3.0,6
M,2013-09-21,Analyst,24.0,42376,IT,15.0,2.0,1
F,2013-04-05,Analyst,21.0,46734,Web,26.0,5.0,0
M,2013-09-21,Analyst,23.0,42345,Web,30.0,5.0,0
F,2012-08-10,Senior Analyst,28.0,62859,Finance,30.0,4.0,3
F,2013-04-19,Analyst,21.0,41564,Finance,29.0,5.0,0
F,2015-01-01,Analyst,25.0,48808,Web,23.0,5.0,3
F,2014-11-21,Analyst,25.0,42112,Operations,24.0,3.0,3
F,2013-10-17,Analyst,24.0,40310,Web,22.0,5.0,1
F,2013-05-28,Manager,34.0,128068,Finance,30.0,2.0,10
M,2013-09-20,Analyst,22.0,48587,Operations,28.0,3.0,0
F,2012-10-10,Associate,29.0,89965,Operations,26.0,5.0,1
M,2014-11-01,Analyst,25.0,47289,Marketing,22.0,5.0,3
F,2013-02-08,Analyst,21.0,46597,IT,28.0,3.0,0
F,2014-01-27,Associate,28.0,95938,Web,23.0,5.0,2
F,2011-04-08,Manager,35.0,148890,Marketing,21.0,4.0,8
F,2013-01-06,Analyst,21.0,40551,Operations,16.0,4.0,0
F,2013-02-28,Analyst,24.0,46127,Operations,15.0,2.0,0
F,2012-11-26,Senior Analyst,28.0,56518,Finance,19.0,4.0,4
F,2014-04-12,Analyst,22.0,43096,Management,26.0,5.0,0
F,2013-08-16,Analyst,21.0,48190,Management,28.0,3.0,0
F,2014-10-30,Associate,28.0,97478,IT,20.0,2.0,4
F,2012-08-22,Associate,28.0,76887,IT,26.0,2.0,2
F,2013-03-02,Analyst,24.0,45619,Finance,22.0,2.0,0
F,2014-03-27,Analyst,25.0,45754,Marketing,17.0,2.0,2
M,2013-01-13,Analyst,21.0,45485,Operations,27.0,2.0,0
M,2013-01-17,Senior Analyst,27.0,65806,Finance,21.0,2.0,1
F,2014-07-25,Analyst,24.0,48976,Finance,18.0,4.0,2
M,2014-05-27,Analyst,25.0,47530,Web,23.0,3.0,2
F,2014-07-05,Senior Analyst,28.0,52324,Operations,26.0,4.0,3
M,2015-01-11,Analyst,25.0,43563,Web,19.0,5.0,3
M,2013-03-21,Analyst,23.0,48788,Finance,25.0,5.0,0
F,2013-07-29,Analyst,21.0,48240,Operations,29.0,5.0,0
M,2014-09-10,Analyst,25.0,47881,Marketing,18.0,3.0,3
F,2014-07-05,Director,41.0,234374,IT,30.0,2.0,17
M,2013-09-26,Analyst,23.0,45822,Management,17.0,4.0,0
M,2014-07-13,Analyst,24.0,40318,IT,18.0,5.0,2
M,2013-08-29,Analyst,21.0,48155,Web,22.0,4.0,0
F,2013-10-30,Senior Analyst,25.0,51565,Marketing,16.0,4.0,1
M,2013-08-02,Analyst,24.0,40285,IT,24.0,2.0,1
M,2015-01-27,Analyst,21.0,40929,Web,17.0,3.0,0
F,2014-10-11,Analyst,22.0,45528,Operations,25.0,4.0,0
F,2013-06-22,Analyst,25.0,41203,Management,24.0,5.0,1
F,2013-03-21,Analyst,23.0,42864,Marketing,19.0,5.0,0
F,2013-05-08,Senior Analyst,26.0,62169,Web,30.0,5.0,1
M,2009-07-18,Director,44.0,294564,Web,24.0,5.0,13
F,2013-08-12,Associate,29.0,92774,IT,25.0,5.0,6
F,2012-04-20,Senior Analyst,26.0,61956,Finance,29.0,2.0,0
M,2014-08-24,Analyst,23.0,44076,Web,18.0,5.0,1
F,2013-02-04,Analyst,21.0,44948,Operations,28.0,3.0,0
M,2014-08-01,Analyst,24.0,46935,IT,18.0,2.0,2
F,2014-02-09,Analyst,25.0,41125,Marketing,16.0,3.0,2
F,2014-03-19,Analyst,22.0,46151,Operations,29.0,3.0,0
F,2013-07-25,Analyst,21.0,42751,Finance,21.0,3.0,0
F,2014-09-19,Analyst,22.0,45487,IT,22.0,2.0,0
F,2013-12-01,Senior Analyst,25.0,60125,Finance,21.0,3.0,1
F,2014-04-14,Senior Analyst,26.0,52224,IT,19.0,3.0,3
M,2013-09-27,Analyst,23.0,42793,Marketing,24.0,3.0,0
F,2013-06-07,Analyst,24.0,48393,Finance,18.0,4.0,0
F,2012-10-12,Senior Analyst,28.0,60853,Management,26.0,4.0,4
F,2014-02-11,Analyst,23.0,44412,Management,17.0,5.0,0
M,2014-01-04,Analyst,22.0,45689,Finance,22.0,3.0,0
M,2013-01-14,Analyst,25.0,44354,Finance,24.0,3.0,1
F,2013-01-14,Senior Analyst,26.0,68026,Management,17.0,2.0,0
M,2014-03-20,Analyst,25.0,47564,Operations,26.0,5.0,2
M,2014-02-21,Analyst,24.0,45344,Web,25.0,3.0,1
M,2011-09-15,Senior Manager,35.0,176158,Management,16.0,4.0,10
F,2013-05-18,Analyst,23.0,46414,IT,20.0,4.0,0
F,2014-10-12,Analyst,23.0,42962,Web,24.0,3.0,1
M,2011-07-05,Manager,32.0,137754,IT,27.0,5.0,6
F,2014-01-09,Analyst,21.0,43797,IT,15.0,5.0,0
F,2013-10-15,Analyst,22.0,44697,Marketing,24.0,4.0,0
F,2014-04-07,Analyst,21.0,43393,Marketing,27.0,4.0,0
M,2015-01-22,Analyst,23.0,47157,Marketing,27.0,4.0,1
F,2014-04-01,Analyst,23.0,43172,Management,23.0,4.0,0
F,2013-04-14,Manager,34.0,106755,Finance,30.0,2.0,7
F,2013-11-11,Analyst,21.0,40902,IT,15.0,5.0,0
F,2014-04-14,Analyst,22.0,40013,Operations,24.0,3.0,0
F,2013-05-24,Analyst,25.0,43162,Management,23.0,3.0,1
M,2013-11-11,Analyst,23.0,46612,Operations,20.0,2.0,0
F,2014-05-15,Analyst,23.0,47633,Operations,19.0,5.0,0
F,2014-12-28,Analyst,22.0,47039,Marketing,24.0,2.0,0
M,2013-08-26,Analyst,25.0,48406,Web,30.0,5.0,2
M,2014-11-05,Analyst,22.0,42840,Operations,22.0,4.0,0
F,2013-08-23,Analyst,25.0,46896,Management,22.0,4.0,2
F,2013-06-23,Analyst,25.0,48362,Web,27.0,2.0,1
F,2013-02-23,Senior Manager,35.0,196857,IT,20.0,2.0,10
F,2013-02-02,Analyst,23.0,49432,Marketing,20.0,3.0,0
F,2014-02-04,Analyst,24.0,42672,Finance,23.0,4.0,1
F,2014-12-13,Analyst,25.0,44373,Marketing,20.0,5.0,3
M,2014-11-05,Senior Analyst,28.0,69223,Marketing,23.0,3.0,3
F,2012-12-20,Manager,32.0,138026,Web,26.0,2.0,4
M,2014-07-01,Analyst,25.0,44129,Web,15.0,2.0,2
F,2014-05-17,Analyst,25.0,47343,Web,25.0,3.0,2
F,2014-12-23,Analyst,22.0,42375,Management,21.0,2.0,0
M,2014-04-07,Analyst,25.0,45083,Operations,29.0,4.0,2
F,2014-11-16,Analyst,25.0,44202,Management,22.0,2.0,3
M,2012-03-21,Senior Analyst,27.0,59124,Marketing,26.0,2.0,1
F,2011-07-20,Manager,33.0,129305,Finance,15.0,2.0,7
M,2014-08-31,Analyst,25.0,47477,Management,28.0,3.0,3
F,2014-01-27,Senior Analyst,26.0,52287,Web,22.0,4.0,3
F,2013-06-03,Analyst,22.0,45527,IT,16.0,3.0,0
F,2013-05-04,Analyst,24.0,45769,IT,22.0,3.0,0
M,2011-01-28,Senior Manager,35.0,192623,Marketing,17.0,3.0,6
M,2013-02-28,Analyst,24.0,48497,Finance,22.0,3.0,0
F,2014-02-22,Analyst,22.0,48007,IT,16.0,4.0,0
M,2014-04-09,Analyst,24.0,41900,Web,24.0,4.0,1
M,2014-07-04,Analyst,25.0,47257,Finance,25.0,2.0,2
M,2013-12-03,Analyst,21.0,40818,Web,24.0,2.0,0
M,2014-08-10,Analyst,23.0,42981,Marketing,20.0,4.0,1
M,2013-03-05,Analyst,22.0,47677,Marketing,29.0,5.0,0
M,2012-05-14,Senior Analyst,27.0,60206,Finance,19.0,2.0,2
M,2015-01-29,Analyst,24.0,47439,Operations,17.0,4.0,2
M,2014-03-09,Analyst,25.0,42410,Finance,25.0,5.0,2
M,2014-12-17,Analyst,25.0,43194,Operations,30.0,2.0,3
M,2013-10-19,Analyst,25.0,48455,IT,24.0,2.0,2
F,2012-09-30,Senior Manager,39.0,180778,Finance,23.0,4.0,11
M,2012-06-30,Associate,32.0,75024,IT,29.0,3.0,3
F,2015-01-22,Analyst,22.0,40479,Operations,18.0,4.0,0
F,2014-09-30,Analyst,23.0,43436,Operations,23.0,3.0,1
F,2012-03-01,Senior Analyst,25.0,63959,Operations,21.0,2.0,0
M,2012-12-25,Senior Analyst,27.0,53517,Finance,19.0,3.0,3
M,2011-04-30,Associate,29.0,99521,Web,26.0,5.0,0
F,2013-04-16,Analyst,24.0,42897,Finance,17.0,2.0,0
F,2014-08-11,Analyst,21.0,44742,IT,26.0,5.0,0
F,2013-12-19,Analyst,24.0,43748,Finance,28.0,3.0,1
F,2014-09-18,Analyst,23.0,47571,IT,16.0,2.0,1
F,2015-01-05,Analyst,23.0,45816,Management,30.0,3.0,1
F,2011-02-19,Senior Manager,35.0,162639,IT,19.0,5.0,9
F,2014-04-24,Analyst,24.0,49470,Operations,29.0,4.0,1
M,2014-06-24,Analyst,21.0,48529,Web,19.0,5.0,0
M,2014-11-05,Analyst,24.0,43688,Operations,26.0,5.0,2
F,2013-11-16,Analyst,21.0,44104,Marketing,22.0,5.0,0
M,2013-10-10,Analyst,21.0,48295,Web,30.0,4.0,0
F,2013-06-03,Analyst,25.0,40634,IT,23.0,5.0,1
F,2014-09-25,Analyst,24.0,45002,Operations,26.0,4.0,2
F,2012-09-27,Senior Analyst,28.0,64248,IT,17.0,4.0,4
F,2013-12-10,Analyst,21.0,48831,IT,30.0,3.0,0
M,2012-10-26,Associate,32.0,70154,Management,19.0,3.0,8
M,2014-12-13,Analyst,22.0,46479,Marketing,25.0,5.0,0
M,2013-08-29,Analyst,23.0,40567,IT,26.0,2.0,0
F,2013-05-08,Analyst,22.0,42322,Finance,22.0,3.0,0
F,2013-03-25,Analyst,23.0,48179,IT,30.0,2.0,0
M,2014-11-15,Analyst,21.0,48082,IT,29.0,2.0,0
F,2015-01-14,Analyst,23.0,46343,Web,29.0,4.0,1
M,2013-08-16,Analyst,22.0,49974,Marketing,25.0,2.0,0
F,2013-04-15,Analyst,22.0,45229,Operations,17.0,5.0,0
M,2014-12-01,Analyst,21.0,44160,Web,22.0,2.0,0
M,2013-05-09,Analyst,23.0,44371,Finance,22.0,2.0,0
M,2014-03-04,Analyst,24.0,46820,IT,23.0,2.0,1
M,2013-10-22,Analyst,21.0,40327,Finance,28.0,4.0,0
M,2014-02-06,Analyst,22.0,43481,Management,15.0,4.0,0
F,2013-10-26,Analyst,22.0,42720,Web,24.0,4.0,0
F,2012-03-07,Senior Manager,38.0,172445,Operations,18.0,4.0,11
F,2013-09-01,Analyst,22.0,42839,Finance,28.0,5.0,0
F,2014-10-31,Analyst,23.0,49052,IT,26.0,5.0,1
M,2013-03-06,Senior Analyst,25.0,59481,Web,28.0,2.0,1
F,2013-07-24,Analyst,24.0,47150,Web,28.0,2.0,1
M,2014-08-30,Analyst,23.0,46690,Marketing,16.0,4.0,1
M,2014-05-28,Senior Analyst,27.0,51240,Management,28.0,4.0,3
M,2014-09-18,Analyst,22.0,46540,Operations,29.0,3.0,0
F,2014-07-19,Analyst,22.0,45300,Web,30.0,3.0,0
F,2014-01-09,Analyst,24.0,45352,Finance,26.0,5.0,1
M,2013-11-21,Analyst,25.0,46071,Marketing,25.0,4.0,2
F,2014-03-27,Analyst,21.0,42129,Finance,19.0,4.0,0
M,2013-11-07,Analyst,23.0,47597,Finance,26.0,4.0,0
M,2014-06-13,Analyst,24.0,41819,Operations,21.0,3.0,1
M,2014-06-27,Analyst,22.0,46741,IT,15.0,5.0,0
M,2014-07-21,Analyst,23.0,47939,IT,17.0,3.0,1
M,2013-01-28,Analyst,21.0,43036,Operations,27.0,2.0,0
M,2012-06-10,Associate,30.0,98716,Finance,20.0,4.0,5
F,2013-05-11,Analyst,21.0,49085,Web,25.0,3.0,0
F,2014-08-06,Analyst,21.0,44681,Marketing,22.0,5.0,0
F,2014-07-08,Analyst,25.0,45298,Management,19.0,5.0,2
M,2014-07-11,Analyst,22.0,40384,Marketing,21.0,5.0,0
M,2014-11-29,Senior Analyst,25.0,67458,Operations,21.0,3.0,0
F,2011-03-18,Senior Manager,39.0,161799,Management,28.0,3.0,13
M,2014-04-22,Analyst,22.0,45099,Web,18.0,3.0,0
M,2014-12-12,Analyst,24.0,44472,Operations,17.0,5.0,2
F,2014-02-07,Analyst,22.0,46770,Web,28.0,3.0,0
M,2012-12-22,Associate,31.0,86993,Web,29.0,2.0,6
M,2014-09-14,Analyst,23.0,44344,Web,29.0,4.0,1
